midi,mp3,dur_mp3,dur_midi,diff,author
bullet_for_my_valentine+bullet_for_my_valentine_scream_aim_fire,bullet_for_my_valentine_scream_aim_fire,266.47510204081635,267.2209919999983,0.7458899591819659,bullet_for_my_valentine
bullet_for_my_valentine+bullet_for_my_valentine_tears_don_t_fall_acoustic,bullet_for_my_valentine_tears_don_t_fall_acoustic,214.25632653061223,214.2854999999965,0.0291734693842897,bullet_for_my_valentine
weezer+weezer_hash_pipe_2,weezer_hash_pipe,187.010612244898,188.70930000000263,1.698687755104686,weezer
weezer+weezer_knock_down_drag_out,weezer_knock_down_drag_out,128.41795918367347,126.857016000001,1.560943183672478,weezer
weezer+weezer_island_in_the_sun_7,weezer_island_in_the_sun,200.75102040816327,200.3477760000028,0.4032444081604751,weezer
weezer+weezer_hash_pipe,weezer_hash_pipe,187.010612244898,186.28995000000225,0.7206622448957205,weezer
weezer+weezer_hash_pipe_video_version,weezer_hash_pipe_video_version,187.010612244898,188.70930000000263,1.698687755104686,weezer
weezer+weezer_hash_pipe_5,weezer_hash_pipe,187.010612244898,187.74156000000272,0.7309477551047507,weezer
weezer+weezer_surf_wax_america,weezer_surf_wax_america,186.5142857142857,186.72342025000015,0.2091345357144689,weezer
weezer+weezer_across_the_sea,weezer_across_the_sea,272.5616326530612,271.99047200000115,0.5711606530600761,weezer
weezer+weezer_say_it_aint_so,weezer_say_it_aint_so,257.0710204081633,257.3678720000001,0.2968515918367984,weezer
weezer+weezer_pink_triangle,weezer_pink_triangle,238.57632653061225,238.6308152500007,0.0544887193884449,weezer
deep_purple+deep_purple_burn_3,deep_purple_burn,365.0089795918368,366.9994509999973,1.9904714081605448,deep_purple
deep_purple+deep_purple_into_the_fire,deep_purple_into_the_fire,209.2669387755102,207.8636679999983,1.403270775511885,deep_purple
deep_purple+deep_purple_lazy,deep_purple_lazy,442.9061224489796,441.4921493062459,1.4139731427337097,deep_purple
deep_purple+deep_purple_burn_4,deep_purple_burn,365.0089795918368,366.6310289999994,1.6220494081626953,deep_purple
deep_purple+deep_purple_black_night_6,deep_purple_black_night,207.15102040816328,206.2220159999993,0.9290044081639336,deep_purple
deep_purple+deep_purple_burn_2,deep_purple_burn,365.0089795918368,366.2757663750142,1.2667867831774515,deep_purple
deep_purple+deep_purple_never_before_2,deep_purple_never_before,238.4195918367347,239.356903499994,0.937311663259294,deep_purple
deep_purple+deep_purple_black_night_3,deep_purple_black_night,207.15102040816328,205.71408000000005,1.436940408163224,deep_purple
deep_purple+deep_purple_burn,deep_purple_burn,365.0089795918368,366.631029,1.6220494081632637,deep_purple
strokes_the+strokes_the_automatic_stop_6,strokes_the_automatic_stop,200.43755102040816,201.42837000000023,0.9908189795920634,strokes_the
strokes_the+strokes_the_hard_to_expain,strokes_the_hard_to_expain,225.8808163265306,224.62940499999587,1.2514113265347362,strokes_the
strokes_the+strokes_the_automatic_stop_2,strokes_the_automatic_stop,200.43755102040816,201.28551300000024,0.8479619795920996,strokes_the
strokes_the+strokes_the_automatic_stop,strokes_the_automatic_stop,200.43755102040816,201.14265600000027,0.7051049795921074,strokes_the
strokes_the+strokes_the_automatic_stop_5,strokes_the_automatic_stop,200.43755102040816,199.2450240000037,1.1925270204044691,strokes_the
strokes_the+strokes_the_automatic_stop_3,strokes_the_automatic_stop,200.43755102040816,200.99979900000025,0.5622479795920867,strokes_the
strokes_the+strokes_the_alone_together_live,strokes_the_alone_together_live,188.68244897959184,190.637887999998,1.9554390204061176,strokes_the
strokes_the+strokes_the_automatic_stop_4,strokes_the_automatic_stop,200.43755102040816,201.42837000000029,0.9908189795921204,strokes_the
strokes_the+strokes_the_alone_together_3,strokes_the_alone_together,188.68244897959184,190.637887999998,1.9554390204060887,strokes_the
bad_religion+bad_religion_you_4,bad_religion_you,125.28326530612244,125.51647399999952,0.2332086938770743,bad_religion
bad_religion+bad_religion_fertile_crescent,bad_religion_fertile_crescent,129.9591836734694,129.99979200000132,0.0406083265319239,bad_religion
bad_religion+bad_religion_sinister_rouge,bad_religion_sinister_rouge,113.68489795918369,111.78930599999882,1.895591959184856,bad_religion
bad_religion+bad_religion_automatic_man,bad_religion_automatic_man,99.00408163265304,99.11370600000105,0.1096243673479904,bad_religion
bad_religion+bad_religion_walk_away,bad_religion_walk_away,107.80734693877552,107.60000000000004,0.2073469387754727,bad_religion
bad_religion+bad_religion_21st_century_digital_boy,bad_religion_21st_century_digital_boy,168.0457142857143,168.24376350000088,0.1980492142865841,bad_religion
bad_religion+bad_religion_progress,bad_religion_progress,135.15755102040816,133.6839400000009,1.473611020407276,bad_religion
bad_religion+bad_religion_21st_century_digital_boy_2,bad_religion_21st_century_digital_boy,168.0457142857143,168.24376350000085,0.1980492142865557,bad_religion
g_other+gama_bomb_final_fight,gama_bomb_final_fight,168.25469387755103,169.42840199999696,1.1737081224459305,g_other
g_other+ghost_year_zero,ghost_year_zero,350.24979591836734,352.0,1.7502040816326598,g_other
g_other+gama_bomb_slam_anthem,gama_bomb_slam_anthem,150.88326530612244,151.73661449999807,0.8533491938756299,g_other
g_other+gama_bomb_global_warming,gama_bomb_global_warming,148.53224489795917,149.99984999999717,1.467605102037993,g_other
g_other+girls_generation_gee,girls_generation_gee,201.1167346938776,199.20000000000297,1.916734693874588,g_other
g_other+gwar_they_swallowed_the_sun_live,gwar_they_swallowed_the_sun_live,296.4114285714286,296.3330369999965,0.0783915714320642,g_other
g_other+gwar_bloodbath,gwar_bloodbath,208.065306122449,206.34081000000572,1.7244961224432416,g_other
g_other+gotye_somebody_that_i_used_to_know,gotye_somebody_that_i_used_to_know,244.95020408163265,244.0,0.9502040816326484,g_other
jane_air+jane_air_superzvezda_2,jane_air_superzvezda,148.32326530612244,149.36819699999833,1.0449316938758957,jane_air
jane_air+jane_air_superzvezda,jane_air_superzvezda,148.32326530612244,149.36819699999833,1.0449316938758957,jane_air
jane_air+jane_air_volchata,jane_air_volchata,246.1518367346939,246.5519512500028,0.4001145153089283,jane_air
jane_air+jane_air_djeyn_v_efire,jane_air_djeyn_v_efire,171.96408163265306,170.75658600000156,1.2074956326515007,jane_air
jane_air+jane_air_lullabay_2,jane_air_lullabay,191.3730612244898,191.62884300000604,0.2557817755162546,jane_air
jane_air+jane_air_lullabay,jane_air_lullabay,191.3730612244898,190.666476000004,0.7065852244857922,jane_air
jane_air+jane_air_djeyn_v_efire_2,jane_air_djeyn_v_efire,171.96408163265306,170.75658600000156,1.2074956326515007,jane_air
jane_air+jane_air_junk_4,jane_air_junk,208.2481632653061,209.0321640000003,0.7840007346941888,jane_air
static_x+static_x_i_m_the_one_2,static_x_i_m_the_one,156.8130612244898,158.14269900000053,1.3296377755107471,static_x
static_x+static_x_otsegolectric,static_x_otsegolectric,159.21632653061224,160.23083999999866,1.0145134693864293,static_x
static_x+static_x_wisconsin_death_trip,static_x_wisconsin_death_trip,189.3877551020408,190.1536560000044,0.7659008979635473,static_x
static_x+static_x_destroy_all,static_x_destroy_all,138.47510204081632,137.7600000000042,0.7151020408121269,static_x
static_x+static_x_the_only,static_x_the_only,171.1804081632653,173.00962800000028,1.8292198367349783,static_x
static_x+static_x_so_2,static_x_so,220.60408163265305,220.2351839999945,0.368897632658502,static_x
static_x+static_x_i_m_the_one,static_x_i_m_the_one,156.8130612244898,155.91541499999988,0.8976462244899039,static_x
static_x+static_x_shadow_zone,static_x_shadow_zone,185.2342857142857,186.77382000000551,1.5395342857198102,static_x
alexisonfire+alexisonfire_happiness_by_the_kilowatt_mid,alexisonfire_happiness_by_the_kilowatt,312.32,313.1146035000012,0.7946035000011875,alexisonfire
alexisonfire+alexisonfire_the_northern_mid,alexisonfire_the_northern,268.0424489795918,266.57116199999746,1.4712869795943675,alexisonfire
alexisonfire+alexisonfire_44_caliber_love_letter_mid,alexisonfire_44_caliber_love_letter,271.3338775510204,272.92497275001034,1.5910951989899331,alexisonfire
alexisonfire+alexisonfire_water_wings_2_mid,alexisonfire_water_wings,158.4326530612245,157.37057425000285,1.062078811221653,alexisonfire
alexisonfire+alexisonfire_control_2_mid,alexisonfire_control,223.9477551020408,223.6361399999997,0.3116151020411166,alexisonfire
alexisonfire+alexisonfire_the_kennedy_curse_mid,alexisonfire_the_kennedy_curse,217.07755102040807,216.6487799999969,0.4287710204112613,alexisonfire
alexisonfire+alexisonfire_young_cardinals_mid,alexisonfire_young_cardinals,217.88734693877552,219.1999999999972,1.3126530612216527,alexisonfire
black_sabbath+black_sabbath_back_street_kids,black_sabbath_back_street_kids,227.8922448979592,228.3733600000033,0.4811151020440718,black_sabbath
black_sabbath+black_sabbath_the_mob_rules_2,black_sabbath_the_mob_rules,193.9069387755102,191.9998080000006,1.9071307755096143,black_sabbath
black_sabbath+black_sabbath_the_mob_rules,black_sabbath_the_mob_rules,193.9069387755102,191.9998080000006,1.9071307755096143,black_sabbath
black_sabbath+black_sabbath_odins_court_2,black_sabbath_odins_court,162.9257142857143,163.58413950000073,0.6584252142864386,black_sabbath
black_sabbath+black_sabbath_paranoid_2,black_sabbath_paranoid,167.54938775510203,165.55538999999888,1.993997755103152,black_sabbath
black_sabbath+black_sabbath_megalomania,black_sabbath_megalomania,581.4073469387755,583.1424799999952,1.735133061219699,black_sabbath
black_sabbath+black_sabbath_rock_n_roll_doctor,black_sabbath_rock_n_roll_doctor,204.19918367346932,202.3778212499996,1.8213624234698216,black_sabbath
bloodhound_gang_the+bloodhound_gang_the_the_ballad_of_chasey_lane,bloodhound_gang_the_the_ballad_of_chasey_lane,141.97551020408164,143.28352000000248,1.3080097959208388,bloodhound_gang_the
bloodhound_gang_the+bloodhound_gang_the_kiss_me_where_it_smells_funny,bloodhound_gang_the_kiss_me_where_it_smells_funny,184.97306122448975,185.1849999999941,0.2119387755042794,bloodhound_gang_the
bloodhound_gang_the+bloodhound_gang_the_i_wish_i_was_queer_so_i_could_get_chicks,bloodhound_gang_the_i_wish_i_was_queer_so_i_could_get_chicks,229.0416326530612,230.13108800000245,1.0894553469412358,bloodhound_gang_the
bloodhound_gang_the+bloodhound_gang_the_three_point_one_four,bloodhound_gang_the_three_point_one_four,235.4416326530612,235.9997639999959,0.5581313469346867,bloodhound_gang_the
bloodhound_gang_the+bloodhound_gang_the_i_hope_you_die,bloodhound_gang_the_i_hope_you_die,219.89877551020408,220.25268000000284,0.3539044897987651,bloodhound_gang_the
bloodhound_gang_the+bloodhound_gang_the_foxtrot_uniform_charlie_kilo,bloodhound_gang_the_foxtrot_uniform_charlie_kilo,170.94530612244898,171.61746400000078,0.6721578775517969,bloodhound_gang_the
bloodhound_gang_the+bloodhound_gang_the_the_ballad_of_chasey_lain_4,bloodhound_gang_the_the_ballad_of_chasey_lain,141.97551020408164,140.6665259999994,1.308984204082236,bloodhound_gang_the
dizzy_mizz_lizzy+dizzy_mizz_lizzy_love_is_a_loser_s_game_2,dizzy_mizz_lizzy_love_is_a_loser_s_game,219.7942857142857,219.99978000000172,0.2054942857160711,dizzy_mizz_lizzy
dizzy_mizz_lizzy+dizzy_mizz_lizzy_love_is_a_losers_game,dizzy_mizz_lizzy_love_is_a_losers_game,219.7942857142857,220.99977900000087,1.205493285715164,dizzy_mizz_lizzy
dizzy_mizz_lizzy+dizzy_mizz_lizzy_love_is_a_loser_s_game,dizzy_mizz_lizzy_love_is_a_loser_s_game,219.7942857142857,219.99978000000104,0.2054942857153321,dizzy_mizz_lizzy
dizzy_mizz_lizzy+dizzy_mizz_lizzy_silverflame_4,dizzy_mizz_lizzy_silverflame,312.0587755102041,312.9600000000064,0.9012244898023029,dizzy_mizz_lizzy
dizzy_mizz_lizzy+dizzy_mizz_lizzy_silverflame_3,dizzy_mizz_lizzy_silverflame,312.0587755102041,312.9600000000064,0.9012244898023029,dizzy_mizz_lizzy
dizzy_mizz_lizzy+dizzy_mizz_lizzy_glory_3,dizzy_mizz_lizzy_glory,227.73551020408163,228.692079000004,0.9565687959223226,dizzy_mizz_lizzy
dizzy_mizz_lizzy+dizzy_mizz_lizzy_silverflame,dizzy_mizz_lizzy_silverflame,312.0587755102041,312.4800000000069,0.421224489802853,dizzy_mizz_lizzy
green_day+green_day_brain_stew_3,green_day_brain_stew,193.0710204081633,192.7999999999982,0.2710204081650715,green_day
green_day+green_day_ashley,green_day_ashley,170.39673469387756,168.63132599999807,1.7654086938794933,green_day
green_day+green_day_amy,green_day_amy,205.16571428571427,204.0,1.165714285714273,green_day
green_day+green_day_give_me_novacaine,green_day_give_me_novacaine,206.06403628117917,207.058368,0.9943317188208596,green_day
green_day+green_day_armatage_shanks,green_day_armatage_shanks,136.67265306122448,137.09649999999863,0.4238469387741475,green_day
green_day+green_day_at_the_library_2,green_day_at_the_library,146.5469387755102,145.10826999999966,1.4386687755105356,green_day
green_day+green_day_east_jesus_nowhere_2,green_day_east_jesus_nowhere,274.7820408163265,275.3412479999961,0.5592071836695709,green_day
hammerfall+hammerfall_hammerfall,hammerfall_hammerfall,285.1526530612245,284.57132249999086,0.5813305612336421,hammerfall
hammerfall+hammerfall_the_metal_age,hammerfall_the_metal_age,266.47510204081635,268.2060399999975,1.7309379591811194,hammerfall
hammerfall+hammerfall_riders_on_the_storm,hammerfall_riders_on_the_storm,274.3118367346939,273.8458880000037,0.4659487346901869,hammerfall
hammerfall+hammerfall_the_way_of_the_warrior,hammerfall_the_way_of_the_warrior,245.7840362811792,246.9997529999979,1.2157167188187543,hammerfall
hammerfall+hammerfall_hearts_on_fire,hammerfall_hearts_on_fire,231.4448979591837,232.16643449999629,0.7215365408126218,hammerfall
hammerfall+hammerfall_hearts_on_fire_2,hammerfall_hearts_on_fire,231.4448979591837,231.999767999996,0.5548700408123182,hammerfall
hammerfall+hammerfall_a_legend_reborn,hammerfall_a_legend_reborn,307.92,308.0,0.079999999999984,hammerfall
hoobastank+hoobastank_more_than_a_memory,hoobastank_more_than_a_memory,433.8677551020408,432.96331099998736,0.9044441020534464,hoobastank
hoobastank+hoobastank_crawling_in_the_dark_3,hoobastank_crawling_in_the_dark,176.16979591836736,177.06496949999698,0.8951735816296207,hoobastank
hoobastank+hoobastank_crawling_in_the_dark_2,hoobastank_crawling_in_the_dark,176.16979591836736,176.73888299999737,0.5690870816300162,hoobastank
hoobastank+hoobastank_the_reason,hoobastank_the_reason,232.85551020408164,231.3251200000011,1.5303902040805326,hoobastank
hoobastank+hoobastank_crawling_in_the_dark_4,hoobastank_crawling_in_the_dark,176.16979591836736,174.9999212499997,1.1698746683676688,hoobastank
hoobastank+hoobastank_same_direction,hoobastank_same_direction,195.3697959183673,196.6263520000007,1.256556081633363,hoobastank
hoobastank+hoobastank_the_reason_3,hoobastank_the_reason,232.85551020408164,234.14623999999813,1.2907297959164907,hoobastank
my_chemical_romance+my_chemical_romance_vampires_will_never_hurt_you,my_chemical_romance_vampires_will_never_hurt_you,326.4,324.5999999999915,1.800000000008481,my_chemical_romance
my_chemical_romance+my_chemical_romance_give_em_hell_kid,my_chemical_romance_give_em_hell_kid,138.8930612244898,136.95612000000145,1.9369412244883504,my_chemical_romance
my_chemical_romance+my_chemical_romance_romance,my_chemical_romance_romance,64.67918367346938,65.86403000000057,1.1848463265311864,my_chemical_romance
my_chemical_romance+my_chemical_romance_save_yourself_i_ll_hold_them_back,my_chemical_romance_save_yourself_i_ll_hold_them_back,230.5044897959184,229.82353150000003,0.6809582959183444,my_chemical_romance
my_chemical_romance+my_chemical_romance_demolition_lovers_part_1,my_chemical_romance_demolition_lovers_part,171.33714285714285,172.7230120000015,1.3858691428586385,my_chemical_romance
my_chemical_romance+my_chemical_romance_planetary_go,my_chemical_romance_planetary_go,247.1444897959184,247.38436800000332,0.2398782040850164,my_chemical_romance
my_chemical_romance+my_chemical_romance_you_know_what_they_do_to_guys_like_us_in_prison_2,my_chemical_romance_you_know_what_they_do_to_guys_like_us_in_prison,173.79265306122448,172.90314799999803,0.8895050612264583,my_chemical_romance
pearl_jam+pearl_jam_daughter,pearl_jam_daughter,235.78122448979596,234.99999999999983,0.7812244897960738,pearl_jam
pearl_jam+pearl_jam_sometimes,pearl_jam_sometimes,161.5673469387755,160.77662399999983,0.7907229387756729,pearl_jam
pearl_jam+pearl_jam_corduroy,pearl_jam_corduroy,278.93551020408165,280.8980250000016,1.962514795919958,pearl_jam
pearl_jam+pearl_jam_last_kiss_2,pearl_jam_last_kiss,196.7542857142857,198.5452560000017,1.7909702857159857,pearl_jam
pearl_jam+pearl_jam_strangest_tribe,pearl_jam_strangest_tribe,227.8138775510204,228.7057679999984,0.8918904489779607,pearl_jam
pearl_jam+pearl_jam_spin_the_black_circle,pearl_jam_spin_the_black_circle,162.74285714285713,164.18165399999884,1.4387968571417105,pearl_jam
pearl_jam+pearl_jam_nothing_as_it_seems_2,pearl_jam_nothing_as_it_seems,321.75020408163266,323.4781799999972,1.7279759183645638,pearl_jam
rise_against+rise_against_boys_no_good,rise_against_boys_no_good,79.59510204081633,79.27264800000064,0.3224540408156855,rise_against
rise_against+rise_against_swing_life_away,rise_against_swing_life_away,200.1502040816327,200.57134499999896,0.4211409183662908,rise_against
rise_against+rise_against_dancing_for_rain,rise_against_dancing_for_rain,241.5281632653061,239.99999999999605,1.52816326531007,rise_against
rise_against+rise_against_bricks,rise_against_bricks,90.93224489795918,90.6976200000007,0.2346248979584828,rise_against
rise_against+rise_against_make_it_stop_september_s_children,rise_against_make_it_stop_september_s_children,234.8669387755102,235.29359999999977,0.4266612244895782,rise_against
rise_against+rise_against_a_gentlemen_s_coup,rise_against_a_gentlemen_s_coup,226.2204081632653,225.8124240000037,0.4079841632616592,rise_against
rise_against+rise_against_hero_of_war,rise_against_hero_of_war,253.1526530612245,254.5880952500012,1.4354421887767046,rise_against
dethklok+dethklok_the_lost_vikings,dethklok_the_lost_vikings,266.3444897959184,265.5,0.8444897959183777,dethklok
dethklok+dethklok_bloodrocuted_2,dethklok_bloodrocuted,138.8408163265306,139.99986000000004,1.1590436734694265,dethklok
dethklok+dethklok_bloodrocuted,dethklok_bloodrocuted,138.8408163265306,139.99986000000038,1.1590436734697676,dethklok
dethklok+dethklok_burn_the_earth_2,dethklok_burn_the_earth,239.72571428571428,239.12500000000043,0.6007142857138206,dethklok
dethklok+dethklok_bloodlines_4,dethklok_bloodlines,210.625306122449,211.63615199999964,1.0108458775506506,dethklok
dethklok+dethklok_crush_my_battle_opponents_balls_3,dethklok_crush_my_battle_opponents_balls,63.16408163265306,61.5,1.6640816326530583,dethklok
faith_no_more+faith_no_more_falling_to_pieces_2,faith_no_more_falling_to_pieces,312.5289795918368,313.84611200000296,1.3171324081662306,faith_no_more
faith_no_more+faith_no_more_take_this_bottle,faith_no_more_take_this_bottle,299.2065306122449,297.2724300000001,1.9341006122447768,faith_no_more
faith_no_more+faith_no_more_helpless,faith_no_more_helpless,326.5567346938776,325.9700080000058,0.5867266938717535,faith_no_more
faith_no_more+faith_no_more_digging_the_grave,faith_no_more_digging_the_grave,183.8759183673469,183.7035199999979,0.1723983673490465,faith_no_more
faith_no_more+faith_no_more_falling_to_pieces,faith_no_more_falling_to_pieces,312.5289795918368,313.84611200000364,1.317132408166913,faith_no_more
faith_no_more+faith_no_more_everything_s_ruined,faith_no_more_everything_s_ruined,274.1812244897959,272.6212320000032,1.559992489792705,faith_no_more
fear_factory+fear_factory_demanufacture_2,fear_factory_demanufacture,252.91755102040813,252.34375000000009,0.5738010204080979,fear_factory
fear_factory+fear_factory_pisschrist,fear_factory_pisschrist,325.0938775510204,326.1424100000082,1.048532448987828,fear_factory
fear_factory+fear_factory_replica_5,fear_factory_replica,237.4269387755102,236.24987400000012,1.1770647755100183,fear_factory
fear_factory+fear_factory_cars_3,fear_factory_cars,208.03918367346932,208.125,0.0858163265306188,fear_factory
fear_factory+fear_factory_replica_4,fear_factory_replica,237.4269387755102,238.9560039999986,1.52906522448842,fear_factory
fear_factory+fear_factory_edge_crusher_3,fear_factory_edge_crusher,221.4661224489796,220.0,1.466122448979604,fear_factory
frusciante_john+frusciante_john_i_will_always_be_beat_down,frusciante_john_i_will_always_be_beat_down,122.38367346938776,124.36351200000102,1.9798385306132644,frusciante_john
frusciante_john+frusciante_john_someone_s,frusciante_john_someone_s,112.3004081632653,112.0,0.3004081632653026,frusciante_john
frusciante_john+frusciante_john_murderers_3,frusciante_john_murderers,160.41795918367347,159.27256799999927,1.1453911836742066,frusciante_john
frusciante_john+frusciante_john_someones,frusciante_john_someones,112.3004081632653,112.0,0.3004081632653026,frusciante_john
frusciante_john+frusciante_john_02,frusciante_john,214.80489795918368,213.46132500000235,1.34357295918133,frusciante_john
frusciante_john+frusciante_john_in_relief,frusciante_john_in_relief,132.91102040816327,133.0119440000005,0.1009235918372439,frusciante_john
genesis+genesis_entangled,genesis_entangled,387.4742857142857,385.65756050000863,1.8167252142770849,genesis
genesis+genesis_it,genesis_it,258.95183673469387,260.7999999999927,1.8481632652988085,genesis
genesis+genesis_afterglow,genesis_afterglow,252.05551020408163,251.6126600000009,0.44285020408077,genesis
genesis+genesis_the_fountain_of_salmacis,genesis_the_fountain_of_salmacis,481.9330612244898,481.4306027499966,0.5024584744932099,genesis
genesis+genesis_the_musical_box,genesis_the_musical_box,629.6555102040817,631.4105329999634,1.7550227958817004,genesis
genesis+genesis_firth_of_fifth,genesis_firth_of_fifth,574.9289795918368,576.1539349999946,1.224955408157825,genesis
linkin_park+linkin_park_by_myself,linkin_park_by_myself,189.85795918367347,189.32030000000088,0.5376591836725879,linkin_park
linkin_park+linkin_park_numb_acoustic_2,linkin_park_numb_acoustic,163.63102040816327,164.72981549999997,1.0987950918367062,linkin_park
linkin_park+linkin_park_numb_2,linkin_park_numb,185.6522448979592,185.4543599999961,0.1978848979630925,linkin_park
linkin_park+linkin_park_numb,linkin_park_numb,185.6522448979592,185.4543599999962,0.1978848979629788,linkin_park
linkin_park+linkin_park_burn_it_down,linkin_park_burn_it_down,231.39265306122448,231.1108800000044,0.2817730612201217,linkin_park
linkin_park+linkin_park_given_up,linkin_park_given_up,189.36163265306124,189.90000000000367,0.5383673469424366,linkin_park
lost_prophets+lost_prophets_shinobi_vs_dragon_ninja_5,lost_prophets_shinobi_vs_dragon_ninja,166.94857142857143,168.0,1.0514285714285734,lost_prophets
lost_prophets+lost_prophets_cry_me_a_river,lost_prophets_cry_me_a_river,299.78122448979593,301.175808,1.394583510204086,lost_prophets
lost_prophets+lost_prophets_start_something_3,lost_prophets_start_something,206.210612244898,207.0366479999985,0.8260357551005768,lost_prophets
lost_prophets+lost_prophets_shinobi_vs_dragon_ninja_4,lost_prophets_shinobi_vs_dragon_ninja,166.94857142857143,168.0,1.0514285714285734,lost_prophets
lost_prophets+lost_prophets_start_something,lost_prophets_start_something,206.210612244898,207.0366479999985,0.8260357551005484,lost_prophets
lost_prophets+lost_prophets_make_a_move,lost_prophets_make_a_move,236.8261224489796,237.5,0.6738775510204107,lost_prophets
machine_head+machine_head_elegy,machine_head_elegy,235.5983673469388,236.66642999999223,1.068062653053488,machine_head
machine_head+machine_head_days_turn_blue_to_gray_2,machine_head_days_turn_blue_to_gray,322.56,322.0136452500021,0.5463547499978745,machine_head
machine_head+machine_head_beautiful_morning,machine_head_beautiful_morning,286.5110204081633,285.22159200000146,1.2894284081618252,machine_head
machine_head+machine_head_days_turn_blue_to_gray,machine_head_days_turn_blue_to_gray,322.56,321.5999999999914,0.9600000000086196,machine_head
machine_head+machine_head_davidian_2,machine_head_davidian,296.0979591836735,295.38844424999934,0.7095149336741429,machine_head
machine_head+machine_head_halo,machine_head_halo,542.6416326530613,542.5046080000094,0.137024653051867,machine_head
megadeth+megadeth_she_wolf_5,megadeth_she_wolf,217.88734693877552,218.6978640000004,0.8105170612248571,megadeth
megadeth+megadeth_amerikhastan,megadeth_amerikhastan,223.9477551020408,225.5452289999991,1.597473897958281,megadeth
megadeth+megadeth_angry_again_2,megadeth_angry_again,227.10857142857145,225.46875,1.6398214285714232,megadeth
megadeth+megadeth_a_tout_le_monde_5,megadeth_a_tout_le_monde,262.21714285714285,262.7335855000018,0.5164426428589763,megadeth
megadeth+megadeth_public_enemy_no_1_2,megadeth_public_enemy_no,255.3991836734694,253.5283130000038,1.870870673465589,megadeth
megadeth+megadeth_symphony_of_destruction_2,megadeth_symphony_of_destruction,241.9722448979592,242.3569004999972,0.3846556020380376,megadeth
motorhead+motorhead_ace_of_spades_5,motorhead_ace_of_spades,166.0865306122449,164.14230999999967,1.944220612245232,motorhead
motorhead+motorhead_god_was_never_on_your_side,motorhead_god_was_never_on_your_side,261.2767346938776,259.33307999999863,1.9436546938788977,motorhead
motorhead+motorhead_death_machine,motorhead_death_machine,157.91020408163266,158.41023399999736,0.500029918364703,motorhead
